SMILES,MDEC-23,LipoaffinityIndex,maxssO,MLFER_A,maxHsOH,minHsOH,minsOH,BCUTc-1h,maxsOH,MDEO-12,minHBint5,BCUTp-1h,SHsOH,minHBint10,ATSc4,ndssC,minHBa,C3SP2,MDEC-22,WTPT-5
Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCC3)c4ccc(OCCN5CCCCC5)cc4,28.2779319532237,11.830949200014699,6.59300945471691,0.546,0.469125571668507,0.469125571668507,9.96894807513101,0.185436632359743,9.96894807513101,0.269679944985296,3.09294932945994,13.2548590202849,0.469125571668507,0.0,0.16152417027646498,0,-1.33130310118423,1,26.172038745613698,3.40662817310808
Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCCCC3)c4ccc(OCCN5CCCCC5)cc4,31.076748044141603,13.149973906619598,6.67464210777813,0.546,0.44912557166850703,0.44912557166850703,10.058948075131001,0.18545929010714002,10.058948075131001,0.269679944985296,2.99775245233854,13.6176089578304,0.44912557166850703,0.0,0.161524170225945,0,-1.37862820406488,1,31.3598276106524,3.40664843068092
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4,30.901063591905103,10.577177295995,6.502750809592191,1.089,0.5165338083983071,0.48071295199100605,9.75288615963683,0.11695444838154198,9.97750800836356,0.495845798531179,3.1259565377409704,13.3934528458774,0.9972467603893141,4.68833869623125,0.175158660067214,0,-1.60835378565555,2,25.916013155490397,3.40664372558152
Oc1ccc2O[C@H]([C@@H](CC3CCCCC3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,30.570001149760298,13.2127668888098,6.62214210777813,0.546,0.45648610885858903,0.45648610885858903,10.025028463898,0.18545881923341698,10.025028463898,0.269679944985296,3.0229158830882596,13.079547345810699,0.45648610885858903,0.0,0.161225532834059,0,-1.3508740468464397,1,30.7764548980518,3.40662414915771
Oc1ccc2O[C@H]([C@@H](Cc3ccccc3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,30.570001149760298,12.489690714930001,6.55281033340172,0.546,0.473631314067242,0.473631314067242,9.993342220147449,0.18545854069661397,9.993342220147449,0.269679944985296,3.10361616904245,13.043453576670402,0.473631314067242,0.0,0.152869109862129,0,-1.4496892395902101,2,30.7764548980518,3.40662414915771
Oc1ccc2O[C@H]([C@H](Sc2c1)c3ccncc3)c4ccc(OCCN5CCCCC5)cc4,28.2779319532237,10.8927217662921,6.514602425238451,0.546,0.48571295199100606,0.48571295199100606,9.96417467503023,0.185464099967959,9.96417467503023,0.269679944985296,3.1642267750103397,13.3223589899047,0.48571295199100606,0.0,0.19717296447713398,0,-1.53616935632826,2,25.916013155490397,6.422780086129579
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24Cc5ccc(OCCN6CCCCC6)cc5C4,37.8037194278054,12.6138141871152,6.1778218018153,1.089,0.500353725253939,0.44536351508832595,9.82341649368402,0.111205842244146,10.125100468253,0.190692517849118,0.0,13.8053673812359,0.9457172403422651,2.7513764332457598,0.14531599611304802,1,2.50541908754394,6,33.419733877858896,3.40815420376503
Oc1ccc2O[C@H]([C@H](Sc2c1)c3occc3)c4ccc(OCCN5CCCCC5)cc4,26.103064752147397,10.0239128645582,6.444398343605799,0.546,0.49993170199100606,0.49993170199100606,9.91073717503023,0.18546720190941896,9.91073717503023,0.412383244835552,3.22175903222687,12.806359739823598,0.49993170199100606,0.0,0.149820082449121,0,-1.56459013822126,1,23.3938336362569,3.40662817310808
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24Cc5ccccc5C4,33.3082377091945,9.24320400238036,0.0,1.089,0.531414483033801,0.480937736205593,9.655749373849119,0.110841456430298,9.93209341143865,0.0,0.0,13.6929629835625,1.0123522192393901,4.643814245227571,-0.0018170040922581801,1,9.655749373849119,6,22.3260052018812,0.0
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24C(=O)c5ccccc5C4=O,34.1117722005128,6.10009361878247,0.0,1.089,0.545399822539974,0.498954317838246,9.62584968249109,0.187353485430893,9.894040690350211,0.0,0.0,14.011521747082698,1.04435414037822,4.8028592619408395,-0.122994998663191,3,9.62584968249109,6,15.2498224507714,0.0
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24C(=O)c5ccc(OCCN6CCCCC6)cc5C4=O,39.2470178165072,9.1710511691884,5.99787471186821,1.089,0.514339064760111,0.463380096720979,9.793516802326,0.18754151098334498,10.0870477471646,0.527753966853037,0.0,14.123787867832402,0.977719161481091,2.77929576410581,0.0258955706073042,3,2.38902891264682,6,25.838712968422197,3.4078095306092298
Oc1cccc(c1)C2=Cc3cc(O)ccc3C24Cc5ccccc5C4,33.197541352771,9.17848901654488,0.0,1.089,0.480937736205593,0.473131613756613,9.93287530444276,0.11084365544579301,9.97205141933316,0.0,0.0,13.7076574458184,0.954069349962207,0.0,-0.00121193129977435,1,9.93287530444276,6,22.051263878426,0.0
CC(C)(C)[C@H]1Sc2cc(O)ccc2O[C@H]1c3ccc(OCCN4CCCCC4)cc3,18.6191408727674,11.653880948027401,6.50710667693913,0.546,0.47819192969319796,0.47819192969319796,9.90641264429201,0.18542488269131602,9.90641264429201,0.269679944985296,3.11164589856502,13.351608618967399,0.47819192969319796,0.0,0.161800579105278,0,-1.40088643451756,1,18.0750823364442,3.4065313485129303
Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCCC3)c4ccc(OCCN5CCCCC5)cc4,29.6768937282106,12.490461553317198,6.633825781247519,0.546,0.459125571668507,0.459125571668507,10.013948075131001,0.185447906310413,10.013948075131001,0.269679944985296,3.0457590541645496,13.4362339630545,0.459125571668507,0.0,0.161524168651326,0,-1.35496565262456,1,28.6199898182898,3.4066416781566398
Oc1ccc2O[C@H]([C@H](Sc2c1)c3cccnc3)c4ccc(OCCN5CCCCC5)cc4,27.948697766357498,10.847359753559699,6.507232810725981,0.546,0.486885791497179,0.486885791497179,9.961828996017891,0.18546479846678302,9.961828996017891,0.269679944985296,3.16827919750673,13.2806715584197,0.486885791497179,0.0,0.149322121759031,0,-1.54839157855048,2,25.728940103368398,6.4372313547894695
CC(C)C[C@H]1Sc2cc(O)ccc2O[C@H]1c3ccc(OCCN4CCCCC4)cc3,22.6986935184942,11.5687537699995,6.48148167693913,0.546,0.484750571668507,0.484750571668507,9.88549270224112,0.185423547093493,9.88549270224112,0.269679944985296,3.1419019481552004,12.7228598126983,0.484750571668507,0.0,0.16122559800552302,0,-1.32616421229534,1,19.931959953492104,3.4065676130877103
Oc1ccc(C[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4)cc1,31.9963039174467,11.237293861874699,6.527154469204191,1.089,0.529241055766146,0.473631314067241,9.66114511788191,0.11669102354793501,9.99609704108409,0.46924700641056,3.09146474836905,13.0581568569312,1.00287236983338,0.0,0.153431311734009,0,-1.52650920368696,2,28.051615389823898,3.4066251728701498
CC(C)[C@H]1Sc2cc(O)ccc2O[C@H]1c3ccc(OCCN4CCCCC4)cc3,20.507676239681498,10.9248953124405,6.4418983436058,0.546,0.49381692969319796,0.49381692969319796,9.842211964019901,0.18541286506525897,9.842211964019901,0.269679944985296,3.18111846143511,12.7228595816119,0.49381692969319796,0.0,0.16152122591362,0,-1.3256549530360802,1,18.0750823364442,3.40652860601664
Oc1cccc(c1)C2=Cc3cc(O)ccc3C24C(=O)c5ccccc5C4=O,33.7999108969698,6.06325294795078,0.0,1.089,0.498954317838246,0.491148195389266,9.89482258335433,0.187369626714136,9.933998698244721,0.0,0.0,14.026224879412402,0.990102513227513,0.0,-0.118521264843656,3,9.89482258335433,6,15.0747368116994,0.0
Oc1ccc2O[C@H]([C@H](Sc2c1)c3cccs3)c4ccc(OCCN5CCCCC5)cc4,26.103064752147397,10.332766491257699,6.55847241767987,0.546,0.48199188717619107,0.48199188717619107,9.95529736021541,0.18544878828919797,9.95529736021541,0.269679944985296,3.16113049759052,14.164358103850601,0.48199188717619107,0.0,0.16330121625737,0,-1.38634939748052,1,23.3938336362569,3.40662817310808
Oc1ccc2O[C@H]([C@@H](CC3CCCC3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,29.373858621619398,12.540639955463801,6.59089210777813,0.546,0.46475057166850703,0.46475057166850703,9.98783838125346,0.18544743944737602,9.98783838125346,0.269679944985296,3.06312087489534,12.9888597662532,0.46475057166850703,0.0,0.16122553287771998,0,-1.333489315176,1,28.2994393702848,3.4066173966334303
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4,33.6859406368506,9.83715044674711,5.934120077341889,1.089,0.5276966990236021,0.475832353918444,9.71092919365128,0.19478192235667396,9.99674695394179,0.32424965862401395,0.0,13.4594975830942,1.00352905294204,4.6207742969504295,0.113994815130811,1,-1.76914368513998,4,25.334799922525395,3.40607753662133
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(COCCN5CCCCC5)cc4,31.2852551819987,11.1459874977977,6.5186943802572905,1.089,0.5132871736393749,0.477466317232073,9.76398596407142,0.10645709663294999,9.98860781279816,0.474736208780839,3.11245699890286,13.404683730553698,0.9907534908714491,4.66197441977084,0.17337542217103102,0,-1.60335168778548,3,28.0495649048428,3.40255121602835
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(cc4)C5=CCNCC5,35.3140400558931,8.92218554065224,6.5106246850592004,1.41,0.519604899404162,0.48378404299686106,9.72983623422181,0.10638711465034101,9.954458082948552,0.33806170189140605,3.14973633257311,13.4432011832566,1.00338894240102,-0.45333090721267105,0.0398660889973639,1,-1.58278968563896,4,20.464238653499397,3.00915689212888
