SMILES,nssCH2,nHBint10,SsssCH,nHAvin,SHdsCH,maxsssCH,maxwHBa,maxHBint6,nsssCH,SdO,maxHCsatu,nHBd,maxsCH3,SHBint7,SaaaC,SsssN,minHBint3,nHBint5,mindssC,SHsOH,SssS,gmax,minaaO,nssNH,maxssO,ndssC,minHBa,SHBint9,SdssC,nssssC,maxHother,minwHBa,SHaaCH,nsF,minHCsats,minHBint5,sumI,maxHBint3,minHBd,SHBint2,hmax,minsssCH,maxaaCH,hmin,minaaCH,minHBint8,SssssC,maxdssC,minHBint4,SwHBa,minHBint10,maxHCsats,maxaaN,gmin,maxsOH,nHBint4,maxHsOH,minaasC,nsCH3,minsOH,nHBa,minHBint6,SaasC,LipoaffinityIndex,naasC,minHaaCH,maxaasC,minssCH2,SHBa,minHBint2,SHBd,maxHBd,minHsOH,nHBint6,MAXDN2,ETA_Eta,ETA_Shape_P,ETA_dBetaP,ETA_Shape_Y,ETA_Beta_ns_d,ETA_EtaP_F,ETA_Beta,ETA_Eta_B,ETA_Epsilon_1,ETA_Eta_B_RC,nFRing,n5Ring,nF9Ring,nRing,nFG12Ring,n6Ring,MDEO-22,MDEN-22,MDEO-12,MDEO-11,MDEC-33,MDEN-23,MDEC-11,MDEN-33,MDEC-22,MDEC-23,SP-6,nX,nS,nO,VCH-7,SCH-7,nBondsD2,C3SP3,C3SP2,C1SP3,C4SP3,C2SP3,VC-3,VC-4,VC-5,SC-5,BCUTw-1h,BCUTc-1h,BCUTp-1h,BCUTp-1l,VPC-6,SPC-6,MLFER_E,MLFER_S,MLFER_A,MLFER_BH,ATSm1,ATSc1,ATSc5,ATSc4,WTPT-3,WTPT-5,nHBAcc_Lipinski,nHBAcc2,ALogp2,CrippenLogP
Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCC3)c4ccc(OCCN5CCCCC5)cc4,11,0,1.63020877553362,0,0.0,0.789991280306902,2.22281557067271,0.0,3,0.0,0.0,1,0.0,0.0,0.0,2.51614156635586,0.0,1,0.0,0.469125571668507,-1.33130310118423,9.96894807513101,0.0,0,6.59300945471691,0,-1.33130310118423,0.0,0.0,0,0.527677840637316,0.383821161996987,3.30923121244786,0,0.283366999421061,3.09294932945994,58.4814814814814,0.0,0.469125571668507,0.0,0.73317565297724,0.166449087478578,2.22281557067271,-0.436064912543642,1.76132318919239,0.0,0.0,0.0,-0.624548328407108,19.4103744461715,0.0,0.73317565297724,0.0,-1.33130310118423,9.96894807513101,1,0.469125571668507,0.383821161996987,0,9.96894807513101,5,0.0,5.00098056836281,11.8309492000147,5,0.431259841899722,1.35723721622128,0.761352757217313,23.7969840957929,0.0,0.469125571668507,0.469125571668507,0.469125571668507,0,1.35691957874375,34.52575,0.02188,-0.20968,0.28884,1.0,0.66954,32.5,0.1549,0.5401,0.5849,1,1,0,5,0,4,0.166666666666666,0.0,0.269679944985296,0.0,9.23822716169456,0.0,0.0,0.0,26.1720387456137,28.2779319532237,5.71613761067784,0,1,3,0.376498146374836,0.59322883536211,0,1,1,4,0,9,1.103028478069,0.0,0.230310779878219,0.274971652376843,31.9720725483034,0.185436632359743,13.2548590202849,5.24543481754783,5.51059903483589,9.01972914255706,2.529,2.288,0.546,1.801,39.8111404463493,0.460175177548723,-0.0801482064595131,0.161524170276465,15.4714447031245,3.40662817310808,4,4,0.0817960000000013,5.50408
Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCCCC3)c4ccc(OCCN5CCCCC5)cc4,13,0,1.58678284960769,0,0.0,0.769157946973568,2.23844057067271,0.0,3,0.0,0.0,1,0.0,0.0,0.0,2.52124360717219,0.0,1,0.0,0.449125571668507,-1.37862820406488,10.058948075131,0.0,0,6.67464210777813,0,-1.37862820406488,0.0,0.0,0,0.522677840637316,0.387936388334436,3.26227519392934,0,0.280283180790936,2.99775245233854,61.4814814814814,0.0,0.449125571668507,0.0,0.73317565297724,0.157189828219319,2.23844057067271,-0.476881239074254,1.77132318919239,0.0,0.0,0.0,-0.61917718026897,19.5305488183895,0.0,0.73317565297724,0.0,-1.37862820406488,10.058948075131,1,0.449125571668507,0.387936388334436,0,10.058948075131,5,0.0,5.02724290354379,13.1499739066196,5,0.423447341899722,1.36403993730972,0.761352757217313,23.9594515380295,0.0,0.449125571668507,0.449125571668507,0.449125571668507,0,1.3528043524063,39.42204,0.02053,-0.22727,0.27105,1.0,0.65237,33.5,0.1549,0.53095,0.5849,1,0,0,5,0,4,0.166666666666666,0.0,0.269679944985296,0.0,9.23822716169456,0.0,0.0,0.0,31.3598276106524,31.0767480441416,6.33917022641652,0,1,3,0.226323551326401,0.486190747830762,0,1,1,4,0,11,1.103028478069,0.0,0.230310779878219,0.274971652376843,31.9720726487586,0.18545929010714,13.6176089578304,5.25677024496523,5.7463012952314,9.25543140295257,2.529,2.288,0.546,1.801,41.8111404463493,0.460175177477325,-0.0801481668713333,0.161524170225945,15.4869471619391,3.40664843068092,4,4,0.743044000000005,6.28428
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4,7,2,0.196275696284922,0,0.0,0.273861000340735,2.11712191358024,0.0,2,0.0,0.0,2,0.0,3.35889064074383,0.0,2.4844480437058,0.0,1,0.0,0.997246760389314,-1.60835378565555,9.97750800836356,0.0,0,6.50275080959219,0,-1.60835378565555,0.0,0.0,0,0.552963568067253,0.270076725950964,5.54479173590505,0,0.292769328503565,3.12595653774097,68.4814814814814,0.0,0.480712951991006,0.0,0.839556038464768,-0.0775853040558132,2.11712191358024,-0.401857146103732,1.69682527118527,0.0,0.0,0.0,-0.77315649614839,27.1463199718287,4.68833869623125,0.839556038464768,0.0,-1.60835378565555,9.97750800836356,1,0.516533808398307,0.270076725950964,0,9.75288615963683,6,-0.830769106156497,5.8701830085243,10.577177295995,7,0.470115256229922,1.20091777177684,0.711188441727628,33.1296637281109,0.0,0.997246760389314,0.516533808398307,0.480712951991006,1,1.5426058801875,31.36798,0.04149,-0.03788,0.30498,1.5,0.90568,40.25,0.26106,0.57312,0.69106,1,0,0,5,0,5,0.166666666666666,0.0,0.495845798531179,0.0999999999999999,10.3289766873167,0.0,0.0,0.0,25.9160131554904,30.9010635919051,6.13720684705451,0,1,4,0.251560730795988,0.617636603596564,0,0,2,4,0,5,1.07554434035368,0.0,0.174055175658636,0.274971652376843,31.9720726613181,0.116954448381542,13.3934528458774,4.91013974020572,4.5076769064384,9.76073675779716,3.133,2.901,1.089,2.141,42.5856094818902,0.519349554843324,-0.059065039302584,0.175158660067214,18.0111135322985,3.40664372558152,5,5,0.532316159999994,6.11878
Oc1ccc2O[C@H]([C@@H](CC3CCCCC3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,13,0,1.65783745335665,0,0.0,0.850558355711188,2.22868748425296,0.0,3,0.0,0.0,1,0.0,0.0,0.0,2.51977360411128,0.0,1,0.0,0.456486108858589,-1.35087404684644,10.025028463898,0.0,0,6.62214210777813,0,-1.35087404684644,0.0,0.0,0,0.524517974934836,0.384973425371473,3.28349552474992,0,0.264323108299028,3.02291588308826,61.4814814814814,0.0,0.456486108858589,0.0,0.73317565297724,0.156103282489916,2.22868748425296,-0.452506239074254,1.7668457267198,0.0,0.0,0.0,-0.61665523720299,19.4522940779666,0.0,0.73317565297724,0.0,-1.35087404684644,10.025028463898,1,0.456486108858589,0.384973425371473,0,10.025028463898,5,0.0,5.00202193700699,13.2127668888098,5,0.42730536659108,1.35622743730972,0.760961810715255,23.8879670583204,0.0,0.456486108858589,0.456486108858589,0.456486108858589,0,1.35576731536926,38.86624,0.02053,-0.22727,0.27105,1.0,0.64765,33.5,0.17174,0.53095,0.60174,1,0,0,5,0,5,0.166666666666666,0.0,0.269679944985296,0.0,8.52991034467666,0.0,0.0,0.0,30.7764548980518,30.5700011497603,5.78556477166528,0,1,3,0.303898856308309,0.565568226590406,0,1,1,4,0,11,1.19345883083356,0.0,0.123272692346871,0.219416096821287,31.9720726487586,0.185458819233417,13.0795473458107,5.2399555162077,5.15064107357314,8.7060540561411,2.529,2.288,0.546,1.801,41.8111404463493,0.460205731376964,-0.0797429467195648,0.161225532834059,15.4683653053389,3.40662414915771,4,4,0.101378560000001,6.28428
Oc1ccc2O[C@H]([C@@H](Cc3ccccc3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,8,0,0.555037978975777,0,0.0,0.497749889229624,2.20899577674593,0.0,2,0.0,0.0,1,0.0,0.0,0.0,2.5042173664946,0.0,1,0.0,0.473631314067242,-1.44968923959021,9.99334222014745,0.0,0,6.55281033340172,0,-1.44968923959021,0.0,0.0,0,0.541663180143488,0.345200025270691,5.56357258089239,0,0.288932944276672,3.10361616904245,64.3148148148148,0.0,0.473631314067242,0.0,0.787791582682455,0.0572880897461522,2.20899577674593,-0.414507018552712,1.73515948296916,0.0,0.0,0.0,-0.686618219536252,30.9499060901638,0.0,0.787791582682455,0.0,-1.44968923959021,9.99334222014745,1,0.473631314067242,0.345200025270691,0,9.99334222014745,5,0.0,6.09679390343078,12.48969071493,6,0.410191146885741,1.35636042105877,0.739460990245903,23.6467256984633,0.0,0.473631314067242,0.473631314067242,0.473631314067242,0,1.40773248638553,32.25858,0.02053,-0.04545,0.27105,1.0,0.84789,39.5,0.17174,0.5526,0.60174,1,0,0,5,0,5,0.166666666666666,0.0,0.269679944985296,0.0,8.52991034467666,0.0,0.0,0.0,30.7764548980518,30.5700011497603,5.78556477166528,0,1,3,0.254410533240932,0.565568226590406,0,0,2,4,0,6,1.10718581579939,0.0,0.123272692346871,0.219416096821287,31.9720726487586,0.185458540696614,13.0434535766704,5.23882725287188,4.40161096860387,8.7060540561411,2.96,2.603,0.546,1.845,41.8111404463493,0.462912361615761,-0.0696644001307345,0.152869109862129,15.4683653053389,3.40662414915771,4,4,1.83629600999999,5.55658
Oc1ccc2O[C@H]([C@H](Sc2c1)c3ccncc3)c4ccc(OCCN5CCCCC5)cc4,7,0,0.330773050782277,0,0.0,0.350157296637031,2.14567129629629,0.0,2,0.0,0.0,1,0.0,0.0,0.0,2.49542310039514,0.0,1,0.0,0.485712951991006,-1.53616935632826,9.96417467503023,0.0,0,6.51460242523845,0,-1.53616935632826,0.0,0.0,0,0.562968924663519,0.322067834122628,5.63596607398279,0,0.291413012556707,3.16422677501034,63.8148148148148,0.0,0.485712951991006,0.0,0.833036764088351,-0.0193842458547546,2.14567129629629,-0.391653064471079,1.71654978909161,0.0,0.0,0.0,-0.746137352820325,27.731170395648,0.0,0.833036764088351,4.19310964322886,-1.53616935632826,9.96417467503023,1,0.485712951991006,0.322067834122628,0,9.96417467503023,5,0.0,5.85311755641253,10.8927217662921,6,0.473165312421264,1.27599364799765,0.72855640140328,23.4647971641682,0.0,0.485712951991006,0.485712951991006,0.485712951991006,0,1.48440482198644,29.86434,0.02132,-0.04688,0.28145,1.0,0.88025,39.5,0.1549,0.56944,0.5849,1,0,0,5,0,5,0.166666666666666,0.0,0.269679944985296,0.0,9.23822716169456,0.0769230769230769,0.0,0.0,25.9160131554904,28.2779319532237,5.8339887408756,0,1,3,0.237445006207231,0.545116312929641,0,0,2,4,0,5,1.00100874110368,0.0,0.174055175658636,0.274971652376843,31.9720726041273,0.185464099967959,13.3223589899047,5.24754315375225,4.38377071955794,9.25543140295257,2.93799999999999,2.776,0.546,2.155,41.1711207476258,0.543310039093346,-0.102734253663542,0.197172964477134,18.4979180836405,6.42278008612958,5,5,0.15374241,4.74048
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24Cc5ccc(OCCN6CCCCC6)cc5C4,9,3,0.0,1,0.436770478312634,0.0,2.22932355967078,0.0,0,0.0,0.0,2,0.0,0.0,0.0,2.50541908754394,0.0,0,1.24709893919063,0.945717240342265,0.0,10.125100468253,0.0,0,6.1778218018153,1,2.50541908754394,0.0,1.24709893919063,1,0.518130961700556,0.27093278751139,4.79039125723797,0,0.291649800385043,0.0,69.25,0.0,0.445363515088326,0.0,0.64248201921643,0.0,2.22932355967078,-0.265019681196629,1.75070590524177,0.0,-0.171861705138896,1.24709893919063,0.0,30.9116046261775,2.75137643324576,0.64248201921643,0.0,-0.171861705138896,10.125100468253,0,0.500353725253939,0.27093278751139,0,9.82341649368402,4,0.0,7.64991107979093,12.6138141871152,8,0.42627873834719,1.35554061278628,0.726885932142272,28.6317578512963,0.0,0.945717240342265,0.500353725253939,0.445363515088326,0,1.42186170513889,32.89733,0.04065,-0.00735,0.29878,1.5,0.94883,42.25,0.30994,0.55077,0.82594,2,2,2,6,0,4,0.0,0.0,0.190692517849118,0.0999999999999999,9.80987354369903,0.0,0.0,0.0,33.4197338778589,37.8037194278054,7.73198826012599,0,0,3,0.581705543080158,1.39108314063485,1,0,6,4,1,5,1.31713153774502,0.0625,0.264010045363804,0.511485683458724,15.9969388679848,0.111205842244146,13.8053673812359,4.89418966104584,6.1046380806307,15.0612398940395,3.159,2.809,1.089,1.707,36.6833874078993,0.357212025456556,-0.0482178157780715,0.145315996113048,11.5989668426817,3.40815420376503,4,4,2.29674025,5.63228
Oc1ccc2O[C@H]([C@H](Sc2c1)c3occc3)c4ccc(OCCN5CCCCC5)cc4,7,0,0.183319347078573,0,0.0,0.250157296637031,2.11962962962962,0.0,2,0.0,0.0,1,0.0,2.89252545102146,0.0,2.4901084745448,0.0,1,0.0,0.499931701991006,-1.56459013822126,9.91073717503023,5.78584122491496,0,6.4443983436058,0,-1.56459013822126,0.0,0.0,0,0.625468924663519,0.307916494574463,5.27896247213685,0,0.292151190180698,3.22175903222687,62.3148148148148,0.0,0.499931701991006,0.0,0.859078430755018,-0.0668379495584583,2.11962962962962,-0.356551023654753,1.70311228909161,0.0,0.0,0.0,-0.782188210719302,24.9835064185219,0.0,0.859078430755018,0.0,-1.56459013822126,9.91073717503023,1,0.499931701991006,0.307916494574463,0,9.91073717503023,6,0.0,5.45078381890518,10.0239128645582,6,0.486186145754598,1.20862610511017,0.723973068069947,29.0706106497837,0.0,0.499931701991006,0.499931701991006,0.499931701991006,0,1.53185852569014,28.64581,0.02212,-0.06452,0.29204,1.0,0.85921,38.0,0.1549,0.57816,0.5849,1,1,0,5,0,4,0.520020955762976,0.0,0.412383244835552,0.0,9.23822716169456,0.0,0.0,0.0,23.3938336362569,26.1030647521474,5.71613761067784,0,1,4,0.263972971243251,0.59322883536211,0,0,1,4,0,5,0.972825077982728,0.0,0.154126316347127,0.274971652376843,31.9720725608603,0.185467201909419,12.8063597398236,5.23141831828281,4.09524542340526,9.01972914255706,2.699,2.503,0.546,1.86999999999999,40.5856094818902,0.589472187836879,0.025660177569655,0.149820082449121,18.5181727877303,3.40662817310808,5,5,0.0102819600000003,4.91928
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24Cc5ccccc5C4,2,2,0.0,1,0.436278344671201,0.0,2.21917695473251,0.0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0,1.26787037037037,1.01235221923939,0.0,9.93209341143865,0.0,0,0.0,1,9.65574937384912,0.0,1.26787037037037,1,0.518703703703703,0.27894778281683,5.11423697199265,0,0.579329648526077,0.0,53.5833333333333,0.0,0.480937736205593,0.0,0.579329648526077,0.0,2.21917695473251,0.152922453703703,1.74248661501637,0.0,-0.0935591458805744,1.26787037037037,0.0,32.1571879214393,4.64381424522757,0.579329648526077,0.0,-0.0935591458805744,9.93209341143865,0,0.531414483033801,0.27894778281683,0,9.65574937384912,2,0.0,6.87207367514907,9.24320400238036,7,0.407731481481481,1.39639198580666,0.965930886243386,19.5878427852877,0.0,1.01235221923939,0.531414483033801,0.480937736205593,0,1.38771888384983,18.91745,0.05479,0.22,0.32877,1.0,0.99757,35.5,0.25941,0.56822,0.68941,2,2,2,5,0,3,0.0,0.0,0.0,0.0999999999999999,8.33348322290226,0.0,0.0,0.0,22.3260052018812,33.3082377091945,6.27989871472379,0,0,2,0.524037072741271,1.30007389568117,1,0,6,0,1,2,1.09097627299262,0.0625,0.264010045363804,0.511485683458724,15.995926221167,0.110841456430298,13.6929629835625,4.89243844143372,5.46259575592889,13.5373982979566,2.81299999999999,2.25,1.089,0.854,26.5489380710818,0.116472932811902,0.012569760977908,-0.00181700409225818,5.08180462715562,0.0,2,2,8.53107263999999,4.76758
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24C(=O)c5ccccc5C4=O,0,2,0.0,1,0.547528344671201,0.0,1.78086734693877,0.0,0,27.1119768833459,0.0,2,0.0,13.5276379310761,0.0,0.0,0.0,0,-0.257532596371881,1.04435414037822,0.0,13.5559884416729,0.0,0,0.0,3,9.62584968249109,0.0,0.0491014739229032,1,0.582523148148148,-0.257532596371881,6.11573073616498,0,0.0,0.0,67.9166666666666,0.0,0.498954317838246,0.0,0.893324829931972,0.0,1.74966281727464,-0.0252310484378937,1.4977494855967,7.39343369044237,-1.45467025699168,0.564166666666667,0.0,22.7394696674711,4.80285926194084,0.0,0.0,-1.45467025699168,9.89404069035021,0,0.545399822539974,0.071773326614597,0,9.62584968249109,4,0.0,2.90073202737885,6.10009361878247,7,0.521476124885215,0.67869992441421,0.0,46.6318672561872,0.0,1.04435414037822,0.545399822539974,0.498954317838246,0,2.70467025699168,18.83838,0.1039,0.25926,0.38961,1.0,1.21554,40.0,0.38431,0.63821,0.81431,2,2,2,5,0,3,0.0,0.0,0.0,0.848031353814425,14.8193747135274,0.0,0.0,0.0,15.2498224507714,34.1117722005128,6.73782840661575,0,0,4,0.437408437156155,1.50381870847761,3,0,6,0,1,0,0.956475072377431,0.03125,0.28320836825027,0.878525042970117,15.997937837519,0.187353485430893,14.0115217470827,4.89746852956136,5.19977870828407,19.1726406825873,3.091,3.192,1.089,1.522,30.0978761421637,0.375417664506655,0.137220959229936,-0.122994998663191,10.3255646435591,0.0,4,4,2.19276863999999,3.64578
